,rate
30197,1
33645,1
45830,1
1521,0
31089,1
30716,1
28636,0
195,0
37222,0
29556,1
31784,1
29279,1
47903,0
75,0
25127,0
10095,0
20044,0
28835,1
458,0
29675,0
34874,1
37329,0
31326,1
29696,0
46672,0
20386,0
5238,0
18661,0
46396,1
5891,0
8871,0
33060,1
24837,0
25308,0
1480,0
44058,1
48580,1
16623,0
34648,1
15753,0
31699,0
43520,1
45152,1
29690,1
38483,0
30173,1
31009,1
31816,0
49051,0
8604,0
25500,0
6013,0
34049,1
25438,0
46565,1
35286,1
33882,1
26770,0
29108,1
11974,0
40220,0
46880,1
33239,0
7109,0
5357,0
49437,1
44541,1
27963,0
40964,0
46199,0
43619,0
44222,1
29575,1
6142,0
35720,0
1705,0
17419,0
47917,1
34161,1
31820,1
323,0
46771,1
273,0
30041,1
32168,1
31441,1
31431,1
31425,1
34007,1
47063,1
44974,1
27786,0
11509,0
25186,0
22486,0
29289,1
43401,0
19727,0
47497,1
46628,1
49304,1
44660,1
35891,1
19897,0
35732,1
8588,0
18478,0
35806,1
33688,1
7556,0
49124,1
39843,0
25954,0
46054,0
47509,1
48454,1
44699,1
29830,1
45863,0
26325,0
43623,1
44211,1
17461,0
40717,0
31474,0
36234,0
36359,1
49376,1
43581,1
4865,0
28596,1
17700,0
47907,0
5015,0
24296,0
44219,0
2300,0
33154,1
45182,0
5425,0
33181,0
46590,1
47736,1
47172,0
32223,1
32535,1
35420,1
33541,1
32306,1
44522,1
29951,1
49398,1
23087,0
30129,0
25000,0
34853,1
43977,1
17999,0
45389,0
33253,1
49045,1
36000,1
18889,0
44711,1
31098,1
32579,1
31606,1
32722,1
12530,0
1070,0
48811,1
48482,1
9871,0
36291,0
14584,0
49170,1
28483,1
46057,1
47241,1
31456,1
32967,0
30345,1
43192,1
32689,0
39024,0
34753,1
33795,1
40074,0
30059,1
45865,1
10974,0
37226,0
14098,0
2471,0
42017,0
34094,1
43456,1
46281,1
32711,1
40150,0
20635,0
25898,0
46582,1
1311,0
46357,1
11239,0
7888,0
48582,1
32490,0
21096,0
48955,1
46172,0
13583,0
49634,1
41272,0
28783,0
47548,1
32066,1
46162,1
35432,1
34893,0
14821,0
43222,1
22335,0
38166,0
36232,1
30694,1
31612,1
43889,0
43974,1
8085,0
31251,0
43669,0
34731,1
44565,0
24160,0
28312,0
48753,1
9903,0
3291,0
44486,1
46221,1
21566,0
40512,0
44760,1
48726,0
32216,1
29753,1
49678,1
31312,1
29364,1
34790,0
46427,0
10525,0
48130,1
31832,0
49552,1
49114,1
35396,0
31373,1
29092,1
45208,1
32289,1
6226,0
34517,1
48120,1
44504,1
32458,0
33523,1
21798,0
23703,0
28729,1
6514,0
28259,0
31213,1
17784,0
41519,0
7332,0
43256,1
7046,0
35590,1
33559,0
34717,1
7929,0
48575,1
34960,0
30794,1
48790,1
35055,1
33049,1
32750,1
47158,1
15118,0
29548,1
40199,0
45824,0
47633,1
36380,0
28866,0
45159,1
38208,0
14344,0
4525,0
29384,1
35602,1
2971,0
33465,0
43360,1
49315,1
29262,1
47446,1
7356,0
24559,0
15568,0
34574,1
45277,1
44835,1
47712,1
29425,0
1336,0
29392,1
4969,0
49617,1
21420,0
31587,1
25848,0
30384,1
32423,0
33316,1
29512,1
18171,0
47631,1
48899,1
30500,1
31648,1
2545,0
32792,1
33037,1
44203,1
32111,1
48527,1
25510,0
38968,0
8074,0
31946,1
43932,0
38002,0
48257,1
16893,0
13469,0
32220,1
18746,0
21025,0
35404,1
17069,0
31773,1
20627,0
2643,0
46050,1
39782,0
33770,0
30539,1
40775,0
1489,0
35115,1
4029,0
48079,1
701,0
18413,0
6571,0
15008,0
38699,1
49591,1
47936,1
22348,0
34675,1
35451,1
44291,1
30530,0
23988,0
28847,1
30888,1
45964,1
24092,0
31404,1
29331,0
27525,0
28717,1
14906,0
8412,0
37104,0
12849,0
28685,1
36052,0
49538,0
28902,1
31481,1
37961,0
29097,1
34538,1
258,0
48564,1
35294,1
28657,1
43953,1
5181,0
32776,0
43365,1
6793,0
27249,0
49049,1
49827,1
47975,1
33061,0
37340,0
32762,1
43858,1
44289,0
3787,0
28441,1
44204,1
20188,0
6838,0
28456,1
32785,1
44047,1
1760,0
8850,0
38212,0
10695,0
35492,1
9825,0
37775,0
29921,1
10963,0
29968,1
28984,1
43566,0
28967,0
47294,1
8775,0
34849,1
32706,1
44540,1
35956,0
48203,1
33838,0
29176,1
29744,1
33104,1
27870,0
30547,0
28852,1
32422,0
47455,1
29172,1
44903,1
44178,1
27093,0
31303,1
18604,0
44622,1
36624,0
37769,0
44322,1
26726,0
44159,1
29061,1
28600,1
34154,0
48822,1
29653,1
9099,0
47168,1
44871,1
46425,0
49932,1
34092,1
12438,0
32817,1
35918,1
29481,0
750,0
32002,0
49411,1
41681,0
34861,1
10950,0
39085,0
47558,1
48091,1
24905,0
45448,1
23005,0
46820,1
16030,0
42484,0
31553,0
35476,1
104,0
45801,1
32489,1
37607,0
18126,0
49874,0
8606,0
23310,0
16408,0
38596,1
15526,0
29181,1
46568,1
45563,1
31530,1
47681,1
48813,1
46913,0
12078,0
29119,1
49343,1
49675,0
49684,0
45752,1
46908,1
29160,1
6214,0
30178,1
28925,1
49327,0
34200,1
43660,1
32177,0
28592,1
35479,1
3765,0
45451,1
46656,1
49756,0
31528,1
33729,1
45235,1
31084,0
30106,1
49448,0
44065,1
17750,0
9508,0
33422,0
45787,0
20372,0
40428,0
36103,0
28391,0
35003,1
38484,0
31944,0
29178,1
45984,1
19939,0
8657,0
29779,1
47189,1
29857,1
48511,1
17468,0
45840,1
32586,1
49194,1
13535,0
30956,1
47036,1
35674,1
757,0
32479,1
13078,0
36702,0
25432,0
44205,0
8498,0
24578,0
1504,0
48852,0
48768,1
33227,1
19473,0
41988,0
33055,0
43923,1
44511,1
49413,1
33200,1
20962,0
5715,0
7913,0
4217,0
44425,1
35211,1
25376,0
21085,0
43332,1
36285,1
48651,0
48258,1
33579,1
29890,1
1843,0
6613,0
22993,0
6584,0
24960,0
32470,1
31126,1
35563,1
45611,1
29608,1
28231,0
31788,1
43291,1
44012,1
44423,0
23664,0
41674,0
12894,0
31071,1
44929,1
32769,1
41387,0
48697,1
47159,1
18811,0
49962,1
30202,1
45557,1
16100,0
5593,0
2362,0
31013,1
31017,0
4671,0
35005,1
16637,0
46123,1
30699,1
38377,0
30845,1
43378,1
28850,1
32039,1
30261,1
48749,1
45414,0
10802,0
27855,0
40418,0
15083,0
2938,0
3786,0
19015,0
28615,1
28903,1
46802,1
34016,1
13232,0
1696,0
36127,1
9384,0
43871,1
30885,1
35858,1
28495,0
32288,1
48136,0
49359,1
28679,0
28445,1
28939,0
16667,0
40745,0
45714,1
45273,1
27131,0
62,0
18970,0
35820,1
35890,1
15490,0
42262,0
10508,0
35328,1
17035,0
44557,0
3989,0
14199,0
33731,1
22062,0
44957,1
20828,0
43404,1
47964,0
33488,1
47255,1
20444,0
3471,0
5856,0
30418,1
16789,0
19636,0
49826,1
14869,0
14073,0
49175,1
10722,0
27923,0
36267,0
16291,0
35205,1
33937,1
9989,0
39552,0
28667,1
31733,1
31264,0
32308,0
47285,0
7430,0
46751,1
15441,0
35358,0
3107,0
46083,0
32004,1
34732,1
14606,0
23024,0
39775,0
42602,0
5270,0
33415,1
47803,0
46556,1
46440,1
2469,0
11686,0
40360,0
34286,0
45479,1
11571,0
32113,1
45599,0
35046,1
49229,1
22416,0
2587,0
14140,0
46452,0
6934,0
34479,1
28780,1
20972,0
8086,0
47378,0
12180,0
32833,1
3006,0
35063,1
23279,0
16313,0
12144,0
3790,0
32050,1
43676,0
22553,0
47743,1
20180,0
47931,1
6017,0
44509,1
31997,1
48441,1
29796,1
47857,1
48585,0
32336,1
46533,1
35672,1
32880,1
20317,0
1522,0
1609,0
42223,0
12601,0
45308,0
43862,0
49283,1
7774,0
29437,0
38677,1
24081,0
29294,1
47201,1
45847,1
45993,1
47358,1
14173,0
16343,0
33280,1
29572,0
47901,1
15217,0
44768,0
32509,1
8414,0
1563,0
38725,0
29530,1
30783,1
43563,1
33337,1
9865,0
29268,0
48462,1
44123,1
24363,0
48522,1
46546,1
38331,0
49047,1
44163,1
47329,1
48922,0
47589,0
35392,1
46901,1
40828,0
31714,0
19518,0
2391,0
47265,1
43261,1
85,0
20676,0
17351,0
35548,1
29184,1
30742,1
49957,1
17814,0
12315,0
37178,0
30308,1
5272,0
36327,1
9897,0
43978,1
48324,1
18666,0
38258,0
45313,1
30081,1
231,0
11757,0
47653,1
49822,1
43655,0
29815,1
46411,1
47143,1
42228,0
32199,1
13587,0
16400,0
25361,0
31718,1
18077,0
18031,0
28573,0
35400,1
46645,1
45178,1
48105,1
41540,0
47551,1
28637,1
14832,0
36210,0
36787,0
19388,0
34263,1
10069,0
26689,0
34100,0
19319,0
35335,1
3729,0
35790,0
46141,1
31191,1
9649,0
46001,1
34541,1
43804,1
33440,0
17947,0
27854,0
46705,1
426,0
16192,0
34347,1
11849,0
47775,0
6723,0
30268,0
48170,1
33534,0
28156,0
44505,1
3064,0
31929,1
10084,0
31395,1
49341,1
36457,0
8733,0
34069,1
36455,0
30959,1
32868,1
43674,1
42292,0
26861,0
31893,1
30328,0
44821,1
34144,1
40904,0
43628,1
17602,0
26542,0
43964,1
44507,1
22512,0
16678,0
31299,1
32373,0
45860,0
4419,0
10603,0
45989,1
31272,1
31830,1
36176,1
29011,1
16431,0
35695,1
958,0
30872,1
35619,1
2898,0
32032,0
49010,1
41467,0
28973,0
47067,1
43951,1
48780,0
28590,1
47111,1
4384,0
10106,0
35306,0
37134,0
44946,1
44246,1
668,0
4407,0
14643,0
49551,1
37669,0
47943,0
34327,0
35634,1
17391,0
47183,1
46047,0
42697,0
43819,1
36303,1
6225,0
31719,1
24556,0
23034,0
11079,0
15655,0
34594,1
49952,1
45802,0
24062,0
32010,1
40778,0
32678,1
29402,0
28570,1
21760,0
49913,1
26301,0
32354,1
33667,1
34639,1
28457,0
40043,0
46548,1
118,0
39750,0
11087,0
33177,1
612,0
47707,1
26232,0
32295,0
33386,1
30377,1
27742,0
49383,1
37637,0
38654,1
28606,1
49867,1
48311,0
29837,1
3992,0
29102,0
44374,0
36604,0
46454,1
43328,1
31681,1
38541,0
18297,0
48987,1
34312,0
46766,1
45928,1
32562,1
36263,0
25084,0
35483,0
23274,0
35958,0
4159,0
33853,1
33430,1
34430,1
18314,0
48493,1
24904,0
32541,1
9714,0
16721,0
18567,0
19397,0
1906,0
38718,1
9058,0
2834,0
32226,1
26383,0
43473,1
47458,1
27475,0
16173,0
33493,0
30989,1
28787,1
42442,0
11264,0
33278,1
2166,0
31230,0
4620,0
9416,0
27642,0
33255,1
11622,0
48535,1
48315,1
33692,0
29359,1
2095,0
42022,0
28658,1
37382,0
35650,1
8420,0
35152,1
17438,0
34902,1
654,0
48320,1
26368,0
49566,1
27252,0
47609,1
17,0
29989,1
46535,0
3411,0
20532,0
44719,1
30593,1
35924,1
33915,0
47269,1
42746,0
29518,1
9404,0
33441,1
30818,0
16897,0
45232,1
31007,1
40233,0
2520,0
13937,0
5299,0
37922,0
34000,1
35174,1
28768,1
28924,0
49193,1
32649,1
47149,1
29177,1
43837,0
34321,1
20691,0
48523,0
30878,1
33636,1
35192,1
33987,0
47537,1
45377,1
10204,0
38724,0
10347,0
48947,1
14069,0
13120,0
23385,0
38644,1
19542,0
31273,0
32367,0
49620,1
29333,1
2314,0
43630,1
48524,0
46448,1
26094,0
34755,0
33173,1
31066,1
35764,1
19989,0
20878,0
30499,1
35165,1
28595,1
49740,1
47212,1
47946,1
12257,0
31196,1
32080,1
15342,0
16445,0
45945,0
49687,1
9542,0
46965,1
34213,0
24353,0
25049,0
29568,1
34898,0
36389,1
22138,0
36546,0
23609,0
46243,1
34142,1
43997,1
29044,1
43509,0
14034,0
37610,0
32917,1
6758,0
34153,1
20484,0
33538,1
43498,1
49133,1
31466,1
35091,0
32475,1
36007,0
21429,0
47333,1
15992,0
35579,0
44140,1
44849,1
2141,0
2273,0
33109,1
41725,0
43931,0
31328,1
26672,0
31822,0
32518,1
32190,1
47220,1
29497,1
30855,1
32307,1
36743,0
44427,1
3823,0
44239,0
46325,0
33654,1
45398,1
30480,1
44276,1
34310,1
47392,1
9477,0
13829,0
30203,1
26985,0
46986,1
41644,0
48447,0
32977,1
42170,0
43570,0
29618,1
28601,0
46487,1
45501,1
32543,1
387,0
38632,0
45884,1
5893,0
13868,0
31331,0
47361,0
10192,0
33250,1
47981,1
28373,0
49014,1
1639,0
44137,1
43680,1
30606,1
3292,0
46378,1
22076,0
40141,0
28385,0
38475,0
47031,1
38529,1
30076,1
31869,0
30260,0
27011,0
4989,0
34625,0
9705,0
47061,1
27841,0
45002,1
38773,0
30656,1
33620,1
45811,1
28726,1
43212,1
36072,1
32069,1
27534,0
48062,1
23961,0
37923,0
45570,0
46507,1
32551,1
1603,0
47967,1
44877,1
47807,1
49265,1
47939,0
29621,1
21036,0
25282,0
43692,1
33597,1
22677,0
22355,0
31724,1
35234,1
31863,0
32757,0
30124,1
46675,0
47711,0
32082,1
15420,0
43346,1
35034,1
39872,0
32729,1
11998,0
12055,0
48266,0
12562,0
48979,1
42064,0
10686,0
45466,1
31186,1
19018,0
3924,0
35779,1
21015,0
46042,0
30551,1
29217,1
48187,1
47769,1
4483,0
35402,0
43257,1
31343,1
31197,1
31039,0
44716,1
33460,1
2485,0
16038,0
47230,1
16419,0
29053,1
10866,0
15885,0
29158,1
34688,1
855,0
36236,1
39786,0
48865,0
23162,0
10028,0
31938,0
47218,1
48395,1
49604,1
34417,1
21762,0
44898,1
30671,1
34788,0
45520,0
49385,1
32466,1
37451,0
48471,1
45355,1
28824,1
33653,0
31439,1
46289,1
48140,0
28552,1
2285,0
44580,1
40875,0
47355,0
3946,0
7595,0
43611,0
28714,0
37133,0
12586,0
28141,0
37762,0
34203,0
28727,1
16750,0
42539,0
40522,0
49824,1
28443,1
38615,1
7341,0
34231,0
48701,1
11541,0
36192,1
29662,1
28446,1
23463,0
49693,0
31099,0
4236,0
31856,1
30667,1
49006,1
44445,1
48614,1
11133,0
47639,0
14837,0
45361,1
35568,0
6614,0
47469,0
11445,0
49900,1
43888,0
45091,0
20868,0
25693,0
43224,1
35293,1
48490,1
45400,1
29488,1
15344,0
14510,0
48938,0
20596,0
25279,0
15158,0
36015,1
30756,1
32862,0
41210,0
42985,0
38691,1
29972,1
45941,1
45436,1
23235,0
43685,1
42222,0
22027,0
37871,0
29913,1
3953,0
35921,1
30745,1
17569,0
43413,0
45833,1
36044,1
31673,1
30581,1
47345,1
44150,1
46819,1
32610,1
37127,0
46794,1
47194,0
29274,1
43852,1
9408,0
46799,1
30301,0
48627,1
24972,0
25739,0
11400,0
32726,1
30383,0
49892,1
9245,0
6823,0
44520,1
32293,1
43399,1
19717,0
45262,1
18803,0
27375,0
33658,1
46361,0
39071,0
27603,0
35146,1
38047,0
16824,0
47480,1
31044,1
21339,0
35131,1
38542,1
45249,1
34045,1
3397,0
28777,1
1171,0
47136,1
43973,1
30264,1
43189,0
37062,0
49338,1
33901,0
44267,1
22195,0
26133,0
35980,1
47500,0
30936,1
53,0
48212,1
38890,0
43980,1
46749,0
48732,0
22183,0
38304,0
32356,0
44176,1
43946,0
33750,1
29940,1
23937,0
31350,1
32797,0
44857,1
9290,0
33675,0
29717,1
27674,0
10573,0
32508,1
44788,1
43331,1
11659,0
8017,0
43311,0
35911,1
45462,0
45999,1
25741,0
46763,1
48156,1
8483,0
37931,0
30619,0
6768,0
35308,1
40961,0
38701,0
37857,0
46456,1
35406,1
39906,0
20497,0
35816,1
21995,0
33623,1
17836,0
37806,0
19033,0
36068,0
44336,0
35865,1
45942,1
7346,0
2907,0
12308,0
30105,1
45170,1
46581,1
32566,1
49974,1
35319,1
3702,0
3320,0
13210,0
49580,1
21648,0
37043,0
47182,1
19299,0
31354,1
14035,0
11059,0
47466,1
47192,1
31653,1
14285,0
47522,1
48659,0
17725,0
47471,1
34311,1
32931,1
29067,1
46936,1
30075,0
34787,1
48057,1
30010,1
49621,1
1684,0
30900,1
35632,0
42792,0
49062,1
37697,0
32753,0
48451,1
11279,0
3635,0
43782,1
42144,0
45322,0
37742,0
34948,1
48674,1
48923,1
46725,0
48578,1
45158,1
44101,1
43431,0
30313,1
34414,1
9137,0
29064,1
31505,1
49695,1
28365,0
33594,0
46213,1
27754,0
1615,0
30763,1
48863,1
922,0
7885,0
47674,1
18894,0
35929,1
34125,0
1826,0
1271,0
34859,1
9906,0
46262,0
26126,0
4582,0
22171,0
12176,0
17530,0
33616,1
47969,0
19836,0
2580,0
12919,0
31478,1
46778,1
24,0
45932,0
46555,1
31119,1
48304,1
10056,0
49996,1
32120,1
46729,1
40012,0
43861,0
35248,1
43884,1
48472,0
32142,1
31344,0
41887,0
8605,0
49891,1
48273,0
33747,1
20820,0
34992,1
45605,0
25727,0
46996,0
13929,0
46429,1
47840,1
18231,0
35724,0
9883,0
31351,1
35559,1
39372,0
10317,0
36276,1
35874,1
43264,1
31082,1
32887,1
49698,1
43796,1
29060,0
46170,0
47304,0
6294,0
31102,1
47394,0
31097,0
49075,1
36378,1
48088,1
45365,1
23619,0
31688,1
47362,1
30805,0
95,0
13,0
23627,0
45832,1
33991,1
29458,1
40672,0
46481,1
45279,1
34922,1
43409,1
21803,0
16657,0
27215,0
44293,1
35085,1
34653,1
47001,0
30726,1
39008,0
34020,1
9702,0
26851,0
44845,1
46024,1
7653,0
46872,1
33601,1
15232,0
30107,1
3598,0
32743,1
48500,1
49914,0
6610,0
19246,0
40286,0
28173,0
35597,1
46768,1
6361,0
37055,0
29888,1
11019,0
44556,1
49814,1
33088,1
29849,1
34896,1
32382,1
28716,1
29159,1
27917,0
31116,1
43853,0
33106,1
49198,1
38720,1
34088,1
9622,0
38603,1
8327,0
9356,0
297,0
49462,1
48109,0
12626,0
46002,1
31516,1
37146,0
32922,1
1020,0
30925,1
49737,1
47311,0
7141,0
45105,0
35388,0
49545,1
13499,0
43547,0
48548,1
22624,0
28707,1
11916,0
48260,1
30093,1
46345,1
2255,0
37239,0
46724,1
29724,1
21963,0
34064,1
49431,1
23353,0
30095,1
31565,1
25342,0
45168,1
35119,1
39060,0
38621,0
13821,0
14647,0
49811,1
28539,1
27842,0
45439,1
34682,1
21173,0
46455,1
32160,1
35365,1
7938,0
35426,1
31932,0
46828,0
16218,0
29051,1
36057,1
45148,1
43574,1
22662,0
3369,0
29981,1
46339,0
31145,1
5385,0
45310,1
31280,1
47864,1
28736,1
34723,1
43402,0
46834,0
932,0
25963,0
44440,1
33,0
34152,1
30945,1
48137,1
48914,1
31508,0
30357,1
36006,1
30316,1
43604,1
34667,1
4731,0
47389,0
30136,1
29351,1
45799,0
41184,0
19877,0
42114,0
18047,0
9602,0
47364,1
33827,1
25914,0
47998,1
26626,0
37862,0
9492,0
26406,0
27688,0
46142,1
12412,0
30258,1
22859,0
16689,0
28571,1
36209,1
43775,1
33011,1
36998,0
44587,0
39822,0
30850,0
35261,1
35384,0
49581,1
19788,0
47303,1
32217,1
24378,0
26107,0
45302,1
31144,1
49173,1
17615,0
46458,1
1484,0
24358,0
49656,1
33532,1
34023,1
46179,1
25430,0
47344,1
26974,0
15112,0
12383,0
28286,0
19711,0
12652,0
20580,0
36043,0
19400,0
47016,1
35379,1
4599,0
13404,0
30014,0
43525,1
35658,0
44915,1
48123,1
20605,0
45795,0
13934,0
36280,1
30824,1
8899,0
32855,1
30785,1
11212,0
48305,1
41141,0
46576,1
4222,0
45392,1
1354,0
48060,1
39340,0
32402,1
20014,0
5608,0
41037,0
45793,1
31900,1
44357,0
41700,0
49393,1
20092,0
23898,0
38678,0
29330,1
48666,0
19962,0
14778,0
20462,0
32938,1
15363,0
37648,0
37220,0
5204,0
42346,0
23527,0
34085,1
45347,1
33391,1
29689,1
47283,0
15728,0
34683,1
10889,0
36077,1
32751,1
49546,0
11204,0
33133,1
47572,1
32279,0
46551,1
44088,1
32982,1
49992,1
46738,1
37688,0
5786,0
3210,0
32985,1
45350,1
47108,0
23595,0
44846,0
39833,0
29531,1
46450,1
28751,0
4805,0
3258,0
29778,1
5431,0
44673,1
46020,1
45623,1
49517,1
46606,0
28440,1
31147,1
30402,1
32239,1
38670,1
29453,1
29500,1
29770,0
41004,0
33689,1
36896,0
29543,0
44335,1
21072,0
46026,0
23954,0
35663,1
45507,0
23748,0
47012,1
24345,0
38173,0
38351,0
43302,1
37200,0
49212,1
49713,0
48293,1
32152,1
49409,0
19645,0
43174,0
38866,0
46306,0
47566,0
33566,0
48235,1
28625,1
32595,0
37541,0
7376,0
17089,0
17668,0
49336,1
33584,0
11783,0
41269,0
48355,1
5410,0
30459,1
46563,1
48277,0
6722,0
8891,0
32781,1
49480,1
35222,1
46900,1
46993,1
36294,1
21172,0
32994,0
29241,1
32553,1
8818,0
46979,0
37083,0
31386,1
32297,0
29140,0
49382,0
33730,0
3348,0
10245,0
34724,1
44339,0
10531,0
35978,1
31640,1
41376,0
33383,1
49066,1
6863,0
24491,0
21337,0
49505,1
6906,0
36133,1
21947,0
48743,1
28979,1
862,0
30089,1
22569,0
18684,0
33474,1
45473,1
45464,1
46772,0
28525,1
49993,1
34725,1
31284,1
44868,1
30108,1
49703,1
46966,0
31078,1
22070,0
44250,1
39802,0
34123,0
35962,1
48417,1
34057,0
30403,0
32758,0
43679,1
43443,1
42139,0
49742,1
29858,0
12018,0
37461,0
29418,1
45678,1
47651,1
14411,0
43199,1
48489,0
47160,1
35977,1
48467,1
43288,1
32932,1
43471,1
34714,1
31774,1
9769,0
43515,1
22473,0
33051,1
18390,0
6159,0
34942,1
48620,1
29874,1
46562,0
35322,1
21071,0
45542,1
34768,1
9697,0
21605,0
47518,0
44671,1
29581,1
4732,0
15040,0
7054,0
49520,1
352,0
29477,0
19815,0
21654,0
27793,0
32013,0
46081,1
35967,0
49602,1
4746,0
6065,0
35138,1
46087,1
26218,0
17009,0
45305,1
20600,0
29606,1
34266,1
41658,0
31504,0
45585,1
35804,1
49676,1
30160,1
31483,1
46953,1
49768,1
32531,0
36097,0
20111,0
46962,1
32064,1
49994,1
47396,1
3404,0
44996,1
45316,0
5442,0
46424,1
35952,1
15144,0
30896,1
46624,1
43460,1
49,0
47034,1
44615,1
48190,1
32218,0
31868,0
34044,1
14482,0
11797,0
44444,1
25661,0
44301,0
31548,1
32505,1
2335,0
6484,0
48637,1
32840,1
30983,1
29881,1
28555,0
29691,1
44844,1
26619,0
44801,1
30994,1
36261,1
34857,1
28692,1
46599,1
49053,1
45895,1
3902,0
9734,0
28310,0
7550,0
18503,0
33480,1
6354,0
47467,1
35012,1
22881,0
30549,1
45312,1
13023,0
22413,0
17170,0
33548,1
30586,1
16241,0
44683,1
43142,0
20354,0
32041,0
34645,1
47290,1
44446,0
35778,0
35353,0
20236,0
15891,0
42519,0
14956,0
41398,0
41134,0
20434,0
36345,1
31799,1
22318,0
34295,0
30336,1
31971,1
19315,0
34871,0
28795,1
44573,1
8405,0
17562,0
44118,1
45899,1
49733,1
48452,1
43495,0
43758,1
27395,0
37027,0
30784,1
28976,1
48044,0
26885,0
26403,0
45003,0
11661,0
35703,1
28834,1
9418,0
11277,0
35060,0
46747,1
33449,1
38672,0
34657,1
25615,0
20681,0
35546,0
47571,1
30218,1
23163,0
44158,1
43693,1
49412,1
48629,0
5078,0
13950,0
28933,1
17181,0
43709,1
24350,0
36020,1
852,0
825,0
49309,1
47838,0
45025,1
43294,1
47107,1
30226,1
35410,1
30947,1
45160,1
28821,1
33710,1
47833,1
48047,0
19716,0
45783,0
31423,1
40016,0
15642,0
38298,0
32076,0
36130,1
30518,1
30604,0
22627,0
29827,1
5978,0
34082,1
35128,1
44568,0
36146,0
5792,0
23275,0
2384,0
44797,0
45859,1
46469,1
49261,0
18681,0
29916,1
42755,0
49723,1
13912,0
49647,1
30819,0
34079,1
32078,1
27065,0
7080,0
20870,0
30695,1
11981,0
46394,0
49156,1
31239,1
30200,1
44102,1
3116,0
17697,0
33343,1
33160,1
40712,0
24046,0
48844,1
46829,1
43791,1
35226,1
47445,1
48889,1
45965,0
37846,0
38545,0
31704,1
5638,0
46609,1
35947,1
34454,1
38439,0
8895,0
48361,0
30567,0
17528,0
30611,1
25443,0
7777,0
43572,1
36356,1
34584,1
41728,0
17554,0
48138,1
43313,0
46402,1
45351,0
41359,0
24701,0
7483,0
34595,1
30657,0
48329,1
49160,1
30928,1
43962,1
15459,0
37176,0
25493,0
24390,0
7040,0
47420,0
38696,1
25902,0
26416,0
36752,0
47881,1
19297,0
31755,1
38784,0
28626,1
28298,0
33171,1
9833,0
33574,1
33496,1
45054,0
49068,1
16823,0
48185,0
48129,1
18020,0
26949,0
44804,0
16152,0
46320,1
10321,0
18710,0
9556,0
14604,0
31514,1
38572,1
49749,0
22906,0
43926,1
34289,1
14711,0
5052,0
44170,0
11926,0
28622,0
45613,1
24637,0
31367,1
36062,1
47955,1
36397,1
34339,1
37759,0
15145,0
29628,1
23320,0
811,0
48003,0
31638,1
45625,1
5200,0
27245,0
33603,1
31564,0
44097,1
29246,0
47895,1
6969,0
39334,0
48095,1
34614,0
35953,1
20143,0
5758,0
36175,1
35966,1
45250,1
45391,1
44476,1
7667,0
28825,1
37799,0
11437,0
47740,1
39190,0
47773,0
46215,1
47843,1
31447,1
32766,1
6814,0
45756,1
34826,1
29410,1
30833,0
32574,1
9933,0
5987,0
5625,0
30954,0
44275,0
1917,0
10521,0
36692,0
15111,0
14068,0
48748,1
1914,0
31488,1
23799,0
27446,0
41421,0
24302,0
5782,0
5739,0
47940,1
34204,1
11806,0
38260,0
48478,0
46496,1
49157,0
6038,0
30097,0
34730,0
7162,0
27802,0
33350,1
44196,1
28861,0
34962,1
29019,1
24916,0
45950,1
9427,0
44886,1
46109,0
46368,0
20554,0
26373,0
28931,1
12580,0
9428,0
5539,0
44297,1
29269,1
44533,1
38608,1
21686,0
35749,1
22401,0
45637,1
30390,1
26329,0
48874,1
7549,0
44489,1
47190,0
21839,0
28958,0
29489,1
35457,0
28382,0
47482,1
40342,0
18586,0
15361,0
33385,1
18354,0
34758,1
28608,1
47184,0
1272,0
48948,1
29372,1
41079,0
42559,0
34280,0
28822,1
6876,0
35196,0
40166,0
13860,0
46826,1
29128,0
47851,1
42889,0
28940,1
45853,1
31894,1
37371,0
29626,1
30205,1
48754,1
32299,1
31969,1
873,0
44324,1
44124,1
1412,0
32571,1
22279,0
46271,1
21626,0
24411,0
11398,0
48394,1
32749,0
1688,0
30832,1
20067,0
30249,1
28654,1
35810,1
38503,0
9960,0
11503,0
33479,1
31408,1
41399,0
28912,1
6520,0
38374,0
46457,1
47444,0
36152,1
30181,1
27554,0
1871,0
47747,0
30370,1
22649,0
29346,1
34811,1
40947,0
34565,1
33466,1
49511,1
45405,1
44800,1
9596,0
43721,0
33520,1
32090,1
21919,0
48569,1
29150,0
15236,0
22878,0
32044,1
46702,0
43489,1
45267,0
40921,0
17029,0
2364,0
34807,1
42186,0
27992,0
15521,0
1664,0
31161,1
45888,1
34579,1
49579,1
31600,1
34903,1
30342,1
48215,0
31050,1
47339,0
14669,0
24465,0
31849,1
29043,1
38320,0
43478,1
48290,0
43210,1
5470,0
43795,0
45136,1
42111,0
36763,0
28759,1
34918,0
7745,0
45975,1
96,0
34067,1
34536,1
23597,0
27693,0
47906,1
31611,1
43306,1
26364,0
16649,0
41556,0
10881,0
7209,0
17497,0
43794,1
11506,0
35838,1
33230,1
15170,0
33470,0
97,0
44381,1
48405,1
32457,1
11870,0
9011,0
24678,0
37409,0
33625,1
22794,0
31190,1
33622,1
30058,1
35242,1
47855,1
44679,1
47486,1
46696,1
34157,0
48464,1
48018,0
33345,1
43455,0
37160,0
